Ward,RequestType,CrimeType,Correlation,UselessData
13,4,6,0.270334582,-0.000447837
13,4,5,0.376960373,0.025252044
13,4,7,0.27536821,0.000765412
13,4,8,0.30785865,0.008596542
14,4,2,0.499153903,0.054704199
14,4,3,0.402639001,0.031441332
14,4,4,0.361793815,0.021596468
14,4,1,0.493422011,0.053322648
14,4,9,0.620386067,0.083924636
14,4,6,0.241619686,-0.007368953
14,4,5,0.27214052,-1.26E-05
14,4,7,0.209186016,-0.0151864
14,4,8,0.253026407,-0.004619605
15,4,2,0.753153007,0.115925287
15,4,3,0.855696707,0.140641267
15,4,4,0.541186932,0.064835367
15,4,1,0.940764979,0.161145166
15,4,9,0.540414264,0.064649132
15,4,6,0.342595139,0.016969035
15,4,5,0.224438644,-0.011510078
15,4,7,0.325722765,0.012902307
15,4,8,0.361277285,0.021471969
16,4,2,0.474912213,0.048861254
16,4,3,0.386191997,0.027477131
16,4,4,0.229249424,-0.010350542
16,4,1,0.625095406,0.085059722
16,4,9,0.372737296,0.024234161
16,4,6,0.327571486,0.013347902
16,4,5,0.103073637,-0.040762535
16,4,7,0.179587956,-0.022320384
16,4,8,0.250517704,-0.005224275
17,4,2,0.312942374,0.009821866
17,4,3,0.512743478,0.057979677
17,4,4,0.171509922,-0.024267422
17,4,1,0.660396551,0.093568313
17,4,9,0.391051765,0.028648475
17,4,6,0.506421997,0.056456018
17,4,5,0.013375999,-0.062382245
17,4,7,0.280374078,0.00197197
17,4,8,0.176337568,-0.023103821
18,4,2,0.515691663,0.058690274
18,4,3,0.746912786,0.114421214
18,4,4,0.482176176,0.050612078
18,4,1,0.818980646,0.13179164
18,4,9,0.495864702,0.053911407
18,4,6,0.430624698,0.03818669
18,4,5,0.210946945,-0.014761966
18,4,7,0.512175311,0.057842732
18,4,8,0.311074497,0.009371654
19,4,2,0.45235713,0.043424831
19,4,3,0.424034165,0.036598182
19,4,4,0.352219026,0.019288668
19,4,1,0.710053298,0.105537017
19,4,9,0.465508101,0.046594593
19,4,6,0.270953443,-0.000298674
19,4,5,0.201829049,-0.016959641
19,4,7,0.322697586,0.012173152
19,4,8,0.306394194,0.008243566
20,4,2,0.326025418,0.012975255
20,4,3,0.437849107,0.03992798
20,4,4,0.259070603,-0.00316278
20,4,1,0.62812999,0.085791145
20,4,9,0.437280359,0.039790895
20,4,6,0.342239747,0.016883375
20,4,5,0.19914608,-0.017606313
20,4,7,0.220484417,-0.012463161
20,4,8,0.337298394,0.015692367
21,4,2,0.333790925,0.014846966
21,4,3,0.32740708,0.013308276
21,4,4,0.370812002,0.02377011
21,4,1,0.655181643,0.092311371
21,4,9,0.388859504,0.028120077
21,4,6,0.497440818,0.054291296
21,4,5,0.232516994,-0.009562963
21,4,7,0.345659467,0.017707626
21,4,8,0.280393516,0.001976655
22,4,2,0.308885934,0.008844147
22,4,3,0.432408596,0.03861666
22,4,4,0.160874793,-0.026830794
22,4,1,0.476897714,0.049339817
22,4,9,0.62788901,0.085733061
22,4,6,0.40717958,0.032535742
22,4,5,0.318906806,0.011259465
22,4,7,0.108233263,-0.039518917
22,4,8,0.102253632,-0.040960179
23,4,2,0.395767077,0.029785001
23,4,3,0.541275783,0.064856783
23,4,4,0.388304649,0.027986341
23,4,1,0.695788732,0.102098847
23,4,9,0.394842478,0.029562146
23,4,6,0.334661451,0.015056788
23,4,5,0.231055526,-0.009915219
23,4,7,0.259013849,-0.00317646
23,4,8,0.243600568,-0.006891503
24,4,2,0.148142228,-0.029899708
24,4,3,0.777286881,0.121742244
24,4,4,0.435661804,0.039400777
24,4,1,0.837826436,0.136334018
24,4,9,0.626912301,0.085497646
24,4,6,0.237946255,-0.008254355
24,4,5,0.269286237,-0.000700519
24,4,7,0.19274618,-0.019148873
24,4,8,0.176812886,-0.022989255
25,4,2,0.38609214,0.027453063
25,4,3,0.426364532,0.037159867
25,4,4,0.157705258,-0.027594743
25,4,1,0.403564194,0.03166433
25,4,9,0.530407682,0.062237258
25,4,6,0.203054173,-0.016664351
25,4,5,0.333493,0.014775157
25,4,7,0.397239389,0.03013987
25,4,8,0.221149554,-0.012302843
26,4,2,0.439551681,0.040338349
26,4,3,0.673141122,0.096640121
26,4,4,0.399622748,0.030714328
26,4,1,0.506530798,0.056482243
26,4,9,0.464646973,0.046387036
26,4,6,0.241422758,-0.007416418
26,4,5,0.208581509,-0.015332104
26,4,7,0.188397342,-0.020197068
26,4,8,0.422753641,0.036289539
27,4,2,0.190877595,-0.019599256
27,4,3,0.397630668,0.03023418
27,4,4,0.107969551,-0.039582479
27,4,1,0.336216795,0.01543167
27,4,9,0.49839832,0.054522082
27,4,6,0.126051994,-0.03522409
27,4,5,0.111557502,-0.038717679
27,4,7,0.145510103,-0.030534126
27,4,8,0.206661043,-0.015794991
28,4,2,0.363815978,0.022083867
28,4,3,0.482138251,0.050602937
28,4,4,0.25691681,-0.003681906
28,4,1,0.825773081,0.133428813
28,4,9,0.47525807,0.048944616
28,4,6,0.49704824,0.054196673
28,4,5,0.027812311,-0.058902679
28,4,7,0.312841019,0.009797436
28,4,8,0.127093631,-0.034973025
29,4,2,0.309264394,0.008935367
29,4,3,0.610919042,0.081642811
29,4,4,0.382344829,0.026549853
29,4,1,0.547314887,0.066312381
29,4,9,0.106785283,-0.039867921
29,4,6,0.221995766,-0.012098882
29,4,5,0.249409277,-0.005491438
29,4,7,0.322763411,0.012189018
29,4,8,0.223785485,-0.011667508
30,4,2,0.431093321,0.038299641
30,4,3,0.650192824,0.091108922
30,4,4,0.313895734,0.010051653
30,4,1,0.57882075,0.0739062
30,4,9,0.549334132,0.066799077
30,4,6,0.341784141,0.016773561
30,4,5,0.276441267,0.001024049
30,4,7,0.288342039,0.003892478
30,4,8,0.19417702,-0.018804
31,4,2,0.384412831,0.027048301
31,4,3,0.324919056,0.01270859
31,4,4,0.241417568,-0.007417669
31,4,1,0.455707975,0.044232481
31,4,9,0.289032996,0.004059018
31,4,6,0.231161555,-0.009889663
31,4,5,0.1616373,-0.026647008
31,4,7,0.216982775,-0.013307157
31,4,8,0.310489801,0.009230725
32,4,2,0.429329222,0.037874443
32,4,3,0.39058909,0.028536957
32,4,4,0.219864555,-0.012612565
32,4,1,0.451630641,0.043249726
32,4,9,0.35243003,0.019339526
32,4,6,0.236728843,-0.008547787
32,4,5,0.23467325,-0.009043244
32,4,7,0.202066267,-0.016902464
32,4,8,0.197177059,-0.018080904
33,4,2,0.356050028,0.02021205
33,4,3,0.425234444,0.036887484
33,4,4,0.266610954,-0.001345339
33,4,1,0.298609,0.00636711
33,4,9,0.440232786,0.040502515
33,4,6,0.281731968,0.00229926
33,4,5,0.224834078,-0.011414767
33,4,7,0.207811947,-0.01551759
33,4,8,0.195170395,-0.018564568
34,4,2,0.125423179,-0.035375652
34,4,3,0.53100461,0.062381135
34,4,4,0.260510605,-0.002815698
34,4,1,0.528251052,0.061717448
34,4,9,0.517054882,0.059018849
34,4,6,0.568094873,0.071320955
34,4,5,0.085829152,-0.044918952
34,4,7,0.164349773,-0.025993224
34,4,8,0.319669425,0.011443278
35,4,2,0.332754759,0.01459722
35,4,3,0.450820028,0.043054345
35,4,4,0.21407764,-0.014007378
35,4,1,0.591364287,0.076929553
35,4,9,0.487890244,0.051989333
35,4,6,0.244489275,-0.0066773
35,4,5,0.21814023,-0.013028177
35,4,7,0.389524997,0.02828048
35,4,8,0.252969834,-0.004633241
36,4,2,0.414729464,0.034355481
36,4,3,0.349275339,0.018579155
36,4,4,0.297344109,0.006062235
36,4,1,0.549350643,0.066803057
36,4,9,0.514426067,0.058385229
36,4,6,0.276143082,0.000952178
36,4,5,0.437666148,0.039883882
36,4,7,0.349395695,0.018608164
36,4,8,0.316554403,0.010692468
37,4,2,0.540594478,0.064692569
37,4,3,0.545784246,0.065943452
37,4,4,0.224360478,-0.011528918
37,4,1,0.571255706,0.072082807
37,4,9,0.471663853,0.048078306
37,4,6,0.25170679,-0.004937671
37,4,5,0.305170964,0.007948732
37,4,7,0.288187476,0.003855223
37,4,8,0.237491388,-0.008363991
38,4,2,0.4565642,0.044438856
38,4,3,0.331285441,0.014243072
38,4,4,0.339017052,0.016106613
38,4,1,0.500271671,0.054973613
38,4,9,0.289656379,0.004209271
38,4,6,0.210883215,-0.014777326
38,4,5,0.386871978,0.027641026
38,4,7,0.276586479,0.001059049
38,4,8,0.226803773,-0.010940014
39,4,2,0.544629383,0.065665097
39,4,3,0.335870783,0.015348272
39,4,4,0.271613245,-0.000139643
39,4,1,0.337646197,0.015776197
39,4,9,0.335881558,0.015350869
39,4,6,0.278124753,0.001429818
39,4,5,0.229646822,-0.010254758
39,4,7,0.178197923,-0.022655422
39,4,8,0.202455743,-0.016808589
40,4,2,0.453912702,0.043799768
40,4,3,0.47001687,0.047681336
40,4,4,0.319073567,0.011299659
40,4,1,0.584855345,0.07536071
40,4,9,0.382566881,0.026603374
40,4,6,0.25420007,-0.004336719
40,4,5,0.251593374,-0.004965007
40,4,7,0.372019991,0.02406127
40,4,8,0.483036878,0.050819532
41,4,2,0.293745229,0.005194802
41,4,3,0.489707041,0.052427233
41,4,4,0.296722239,0.005912347
41,4,1,0.476216545,0.049175636
41,4,9,0.247906206,-0.005853721
41,4,6,0.267686741,-0.001086043
41,4,5,0.405903731,0.032228226
41,4,7,0.188658565,-0.020134106
41,4,8,0.245991333,-0.006315261
42,4,2,0.36765401,0.023008943
42,4,3,0.232113552,-0.009660205
42,4,4,0.153726039,-0.028553849
42,4,1,0.154476813,-0.028372891
42,4,9,0.209322334,-0.015153544
42,4,6,0.174627438,-0.023516011
42,4,5,0.059799325,-0.051192888
42,4,7,0.285484109,0.003203634
42,4,8,0.201342698,-0.017076865
43,4,2,0.233204585,-0.009397234
43,4,3,0.4216935,0.036034014
43,4,4,0.126036185,-0.0352279
43,4,1,0.435095241,0.039264219
43,4,9,0.326315789,0.013045243
43,4,6,0.250277933,-0.005282066
43,4,5,0.327657055,0.013368527
43,4,7,0.331325927,0.014252831
43,4,8,0.201613061,-0.0170117
44,4,2,0.317679359,0.010963615
44,4,3,0.311894772,0.009569363
44,4,4,0.099180997,-0.041700773
44,4,1,0.189709185,-0.019880877
44,4,9,0.174406355,-0.023569298
44,4,6,0.294046727,0.005267471
44,4,5,0.218721019,-0.01288819
44,4,7,0.226795143,-0.010942094
44,4,8,0.232669508,-0.009526203
45,4,2,0.348528803,0.018399218
45,4,3,0.2844069,0.002943996
45,4,4,0.253342876,-0.004543327
45,4,1,0.62682058,0.085475539
45,4,9,0.515568502,0.058660589
45,4,6,0.158573937,-0.027385367
45,4,5,0.218441149,-0.012955647
45,4,7,0.194405607,-0.018748904
45,4,8,0.160025332,-0.027035539
46,4,2,0.438105807,0.039989852
46,4,3,0.521320603,0.060047011
46,4,4,0.223534982,-0.011727887
46,4,1,0.496481806,0.054060147
46,4,9,0.469584451,0.047577111
46,4,6,0.207954359,-0.015483265
46,4,5,0.416214523,0.034713423
46,4,7,0.26515125,-0.00169717
46,4,8,0.151639127,-0.029056855
47,4,2,0.1965856,-0.018223463
47,4,3,0.571396998,0.072116862
47,4,4,0.306144576,0.008183401
47,4,1,0.433741126,0.038937839
47,4,9,0.501482076,0.055265355
47,4,6,0.225259832,-0.011312148
47,4,5,0.185796953,-0.020823837
47,4,7,0.216945485,-0.013316145
47,4,8,0.172904768,-0.023931224
48,4,2,0.327121301,0.013239395
48,4,3,0.543210852,0.06532319
48,4,4,0.264144308,-0.001939871
48,4,1,0.440436053,0.040551508
48,4,9,0.3876945,0.027839278
48,4,6,0.233582141,-0.009306233
48,4,5,0.288141436,0.003844127
48,4,7,0.339481719,0.016218611
48,4,8,0.303249395,0.007485579
49,4,2,0.298423939,0.006322505
49,4,3,0.4034818,0.031644471
49,4,4,0.507392675,0.05668998
49,4,1,0.322749867,0.012185754
49,4,9,0.172517458,-0.024024577
49,4,6,0.2483057,-0.005757431
49,4,5,0.225516734,-0.011250227
49,4,7,0.337235297,0.015677159
49,4,8,0.156723128,-0.027831465
50,4,2,0.397051795,0.030094655
50,4,3,0.386890157,0.027645408
50,4,4,0.23853034,-0.008113574
50,4,1,0.402841857,0.031490226
50,4,9,0.343385591,0.017159556
50,4,6,0.185466884,-0.020903393
50,4,5,0.384677708,0.027112144
50,4,7,0.268057217,-0.000996748
50,4,8,0.300783735,0.006891284
